file_name,mode,audio_link,,,,,,,,,,,,,,,,,,,,
./audio/100 ኲሎሙ ዘፍልሰታ_1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/100 ኲሎሙ ዘፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/100 ኲሎሙ ዘፍልሰታ_2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/100 ኲሎሙ ዘፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/101 ቅድስት ቅድስት.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/101 ቅድስት ቅድስት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/102 ቅድስት ወብፅዕት_1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/102 ቅድስት ወብፅዕት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/102 ቅድስት ወብፅዕት_2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/102 ቅድስት ወብፅዕት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/102 ቅድስት ወብፅዕት_3.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/102 ቅድስት ወብፅዕት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/102 ቅድስት ወብፅዕት_4.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/102 ቅድስት ወብፅዕት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/102 ቅድስት ወብፅዕት_5.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/102 ቅድስት ወብፅዕት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/103 ኲሎሙ ዘመላእክት.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/103 ኲሎሙ ዘመላእክት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/104 ቅዱስ.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/104 ቅዱስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/105 ወኊልቆሙ_1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/105 ወኊልቆሙ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/105 ወኊልቆሙ_2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/105 ወኊልቆሙ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/105 ወኊልቆሙ_3.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/105 ወኊልቆሙ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/105 ወኊልቆሙ_4.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/105 ወኊልቆሙ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/106 ኲሎሙ ዘበዓለ እግዚአብሔር_1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/106 ኲሎሙ ዘበዓለ እግዚአብሔር.mp3,,,,,,,,,,,,,,,,,,,,
./audio/106 ኲሎሙ ዘበዓለ እግዚአብሔር_2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/106 ኲሎሙ ዘበዓለ እግዚአብሔር.mp3,,,,,,,,,,,,,,,,,,,,
./audio/106 ኲሎሙ ዘበዓለ እግዚአብሔር_3.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/106 ኲሎሙ ዘበዓለ እግዚአብሔር.mp3,,,,,,,,,,,,,,,,,,,,
./audio/106 ኲሎሙ ዘበዓለ እግዚአብሔር_4.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/106 ኲሎሙ ዘበዓለ እግዚአብሔር.mp3,,,,,,,,,,,,,,,,,,,,
./audio/106 ኲሎሙ ዘበዓለ እግዚአብሔር_5.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/106 ኲሎሙ ዘበዓለ እግዚአብሔር.mp3,,,,,,,,,,,,,,,,,,,,
./audio/107 ርኢኩ ይብል.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/107 ርኢኩ ይብል.mp3,,,,,,,,,,,,,,,,,,,,
./audio/108 ሞገስነ ወክብርነ_1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/./audio/108 ሞገስነ ወክብርነ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/108 ሞገስነ ወክብርነ_2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/./audio/108 ሞገስነ ወክብርነ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/108 ሞገስነ ወክብርነ_3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/./audio/108 ሞገስነ ወክብርነ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/109 ሚካኤል ሊቀ መላእክት_1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/109 ሚካኤል ሊቀ መላእክት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/109 ሚካኤል ሊቀ መላእክት_2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/109 ሚካኤል ሊቀ መላእክት.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 3.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 4.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 5.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 6.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 7.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 8.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 9.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 መልክአ ፍልሰታ 10.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/110 ኀበ ተርኅወ ገነት.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/110 መልክአ ፍልሰታ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/111 በእንተ ማርያም.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/111 በእንተ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/112 በሌሊት አንሥኡ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/112 በሌሊት አንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/112 በሌሊት አንሥኡ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/112 በሌሊት አንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/112 በሌሊት አንሥኡ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/112 በሌሊት አንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/112 በሌሊት አንሥኡ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/112 በሌሊት አንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/112 በሌሊት አንሥኡ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/112 በሌሊት አንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/113 ሰአሊ ለነ ማርያም 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/13 ሰአሊ ለነ ማርያም 1.mp3,,,,,,,,,,,,,,,,,,,,
./audio/113 ሰአሊ ለነ ማርያም 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/13 ሰአሊ ለነ ማርያም 1.mp3,,,,,,,,,,,,,,,,,,,,
./audio/113 ሰአሊ ለነ ማርያም 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/13 ሰአሊ ለነ ማርያም 1.mp3,,,,,,,,,,,,,,,,,,,,
./audio/115 ሃሌ ሉያ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/115 ሃሌ ሉያ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/116 ወትቤ ማርያም.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/116 ወትቤ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/117 ተንሥኡ 1 ምስለ መንፈስከ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/117 ተንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/117 ተንሥኡ 2 እግዚአብሔር.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/117 ተንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/117 ተንሥኡ 3 ይእዜኒ እግዚኦ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/117 ተንሥኡ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/118 ጸልዩ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/118 ጸልዩ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/119 ተዘከር ካዕበ_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/119 ተዘከር ካዕበ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/119 ተዘከር ካዕበ_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/119 ተዘከር ካዕበ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/120 ይዌድስዋ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/120 ይዌድስዋ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/121 ወበሳድስ ወርኅ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/121 ወበሳድስ ወርኅ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/121 ወበሳድስ ወርኅ 2 ወይነግሥ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/121 ወበሳድስ ወርኅ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/122 ይቤላ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/122 ይቤላ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/122 ይቤላ 2 ክነፈ ርግብ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/122 ይቤላ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/123 ሃሌ ሉያ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/123 ሃሌ ሉያ.mp3,,,,,,,,,,,,,,,,,,,,
124 ወንጌል ቅዱስ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/124 ወንጌል ቅዱስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/126 ለኖህ ሐመሩ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/126 ለኖህ ሐመሩ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/126 ለኖህ ሐመሩ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/126 ለኖህ ሐመሩ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/126 ለኖህ ሐመሩ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/126 ለኖህ ሐመሩ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/126 ለኖህ ሐመሩ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/126 ለኖህ ሐመሩ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/127 ዘዚአኪ ልበ 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/127 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/128 ተሞጢሐኪ ድርብ_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/128 ተሞጢሐኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/128 ተሞጢሐኪ ድርብ_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/128 ተሞጢሐኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/128 ተሞጢሐኪ ድርብ_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/128 ተሞጢሐኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/128 ተሞጢሐኪ ድርብ_4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/128 ተሞጢሐኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_9.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/129 ዘዚአኪ ልበ ድርብ_10.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/129 ዘዚአኪ ልብሰ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/130 ኦ ርኅርኅተ ሕሊና.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/130 ኦ ርኅርኅተ ሕሊና.mp3,,,,,,,,,,,,,,,,,,,,
./audio/131 ኦ ርኅርኅተ ሕሊና.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/131 ኦ ርኅርኅተ ሕሊና.mp3,,,,,,,,,,,,,,,,,,,,
./audio/132 ቅድመ ስዕልኪ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/132 ቅድመ ስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/133 ሰላም ለስዕልኪ 8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/133 ሰላም ለስዕልኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/135 ተፈሥሒ ማርያም ዘእሑድ 8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/135 ተፈሥሒ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/136 ተፈስሂ ማርያም ዘዘወትር 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/136 ተፈስሂ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/136 ተፈስሂ ማርያም ዘዘወትር 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/136 ተፈስሂ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/136 ተፈስሂ ማርያም ዘዘወትር 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/136 ተፈስሂ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/136 ተፈስሂ ማርያም ዘዘወትር 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/136 ተፈስሂ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
./audio/136 ተፈስሂ ማርያም ዘዘወትር 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/136 ተፈስሂ ማርያም.mp3,,,,,,,,,,,,,,,,,,,,
